OBJECTID_1,OBJECTID,OUTFALL,ACREAGE,Y2STATUS,Y5STATUS,Y2COST,Y5COST,ADDFORY5,ADDRESSES,Y2COSTPADD,NUM_STFLD,NUM_HSEFLD,GROUP_,Y2CATEGORY,FACETS,C_DISTRICT,WSHED,PCT_SNGLFA,created_us,created_da,last_edite,last_edi_1,Shape_Length,Shape_Area
29,49,A1021,41.78719167,Proposed, ,290261.7405,0,0,103,2818.0752,4,3,1,2,5651,E,CLEAR CREEK,0, , , , ,12420.0027188957,1820250.06150708
30,50,A1019,63.08367152,Proposed, ,638044.0204,0,0,147,4340.4355,3, ,3,2,5651,E,CLEAR CREEK,0, , , , ,15149.999227494,2747924.79568148
31,51,A1017,34.86276615,Proposed, ,364241.515,0,0,79,4610.6521,0,0,4,4,5651,E,CLEAR CREEK,0, , , , ,8412.36877002432,1518622.21362443
32,52,A1016,15.42786886,Proposed, ,247223.584,0,0,57,4337.2559,0,7,1,2,5651,E,CLEAR CREEK,0, , , , ,4255.62059931787,672038.251397732
33,53,A1026,9.19421422,Proposed, ,116663.8972,0,0,33,3535.2696,6, ,3,2,5751,E,CLEAR CREEK,0, , , , ,3809.99894171953,400499.962957191
34,54,A1011,8.22830551,Proposed, ,57165.8481,0,0,25,2286.6339,5, ,3,2,5751,E,CLEAR CREEK,0, , , , ,4620.00060251355,358424.934405251
35,55,A1010,1.33780892,Proposed, ,32953.8877,0,0,7,4707.6982,0,0,4,4,5751,E,CLEAR CREEK,0, , , , ,1530.00218933821,58274.9637501322
36,56,A1009,15.88326374,Proposed, ,345708.8527,0,0,45,7682.4189,1, ,3,2,5751,E,CLEAR CREEK,0, , , , ,5190.00077483058,691874.983480422
37,57,A1007,7.17458664,Proposed, ,133224.1005,0,0,28,4758.0036,7, ,3,2,5751,E,CLEAR CREEK,0, , , , ,3690.0004940629,312525.029424494
38,58,A1006,8.03202617,Proposed, ,180579.6565,0,0,33,5472.1108,0,0,3,2,5751,E,CLEAR CREEK,0, , , , ,4049.99977403879,349875.037504128
39,59,A1005,7.42252001,Proposed, ,97487.8946,0,0,25,3899.5158,1, ,3,2,5751,E,CLEAR CREEK,0, , , , ,3869.99816557765,323325.040360557
40,60,A1027,6.60640227,Proposed, ,178592.4853,0,0,31,5761.0479,2,9,1,2,5751,E,CLEAR CREEK,0, , , , ,3359.99852931499,287774.882362381
41,61,A1003,4.61776777,Proposed, ,142509.7342,0,0,23,6196.0754,4,4,1,2,5751,E,CLEAR CREEK,0, , , , ,3060.00109789493,201149.943431165
42,62,A0106,537.33691129,Cannot Analyze, ,0,0,0,204,0,7,10,3, ,5752,E,CLEAR CREEK,0, , , , ,35219.5304148484,23406396.1040346
43,63,A1001,2.03512393,Proposed, ,103136.629,0,0,7,14733.8041,2, ,3,2,5851,E,CLEAR CREEK,0, , , , ,2160.00092926621,88649.9751240029
44,64,G1027,152.40183303,Proposed, ,1388583.9684,0,0,127,10933.732,2, ,3,2,5769,E,SAN JACINTO RIVER,0, , , , ,11537.0374584276,6638623.50313346
45,65,G1025,49.29406559,Proposed, ,645029.5891,663343.278,18313.6889,31,20807.4061,0,0,3,2,5769,E,SAN JACINTO RIVER,0, , , , ,6750.93624510744,2147249.6003142
46,66,G1024,39.59253535,Proposed, ,428668.089,428668.089,0,40,10716.7022,0,0,3,2,5769,E,SAN JACINTO RIVER,0, , , , ,6109.43069813401,1724650.88597252
47,67,G1023,24.88106556,Proposed, ,287975.7181,0,0,58,4965.0986,0,0,4,4,5769,E,SAN JACINTO RIVER,0, , , , ,4368.86664825323,1083819.3254966
48,68,G1022,20.51616477,Proposed, ,328230.4554,0,0,49,6698.5807,0,0,4,4,5769,E,SAN JACINTO RIVER,0, , , , ,4025.63588645674,893684.064268967
49,69,G1003,14.36374378,Proposed, ,182210.102,0,0,22,8282.2774,0,0,4,4,5669,E,SAN JACINTO RIVER,0, , , , ,3647.85641834991,625684.602639423
50,70,G1031,41.95172995,Proposed, ,1349570.8525,0,0,102,13231.0868,0,0,3,2,5669,E,SAN JACINTO RIVER,0, , , , ,14957.6299627444,1827417.45149285
51,71,G1021,42.60152486,Proposed, ,1188233.1506,0,0,101,11764.6847,0,0,3,2,5669,E,SAN JACINTO RIVER,0, , , , ,10989.2950672119,1855722.47564329
52,72,G1034,30.7900129,Proposed, ,371379.8014,403807.2877,32427.4863,70,5305.4257,0,5,1,2,5769,E,SAN JACINTO RIVER,0, , , , ,6457.35950149623,1341213.17899724
53,73,G1036,6.65563867,Proposed, ,121309.5871,0,0,7,17329.941,1,3,4,4,5768,E,SAN JACINTO RIVER,0, , , , ,4465.68323722616,289919.680271346
54,74,G1038,11.23523325,Proposed, ,354514.0105,0,0,35,10128.9717,0,0,4,4,5668,E,SAN JACINTO RIVER,0, , , , ,4004.82825851089,489406.949607094
55,75,G1039,10.87484151,Proposed, ,187353.525,0,0,55,3406.4277,0,0,4,4,5669,E,SAN JACINTO RIVER,0, , , , ,2795.11176828798,473708.04656688
56,76,G1040,36.43708513,Proposed, ,433813.2824,447232.4272,13419.1448,101,4295.181,0,3,1,2,5768,E,SAN JACINTO RIVER,0, , , , ,5230.21722906834,1587199.35855242
57,77,G1041,70.38794842,Proposed, ,912264.5374,1003782.0296,91517.4922,186,4904.6481,0,2,1,2,5768,E,SAN JACINTO RIVER,0, , , , ,10159.6412664721,3066098.95152523
58,78,G1010,53.10864489,Proposed, ,975540.9512,0,0,134,7280.1564,0,0,4,4,5768,E,SAN JACINTO RIVER,0, , , , ,9796.8380618778,2313412.67652334
59,79,G1008,24.67081821,Proposed, ,205269.8064,0,0,86,2386.8582,0,0,4,4,5868,E,SAN JACINTO RIVER,0, , , , ,6315.89795971814,1074660.74556805
60,80,G1030,5.44803775,Proposed, ,127271.9858,0,0,18,7070.6659,0,0,4,4,5968,E,SAN JACINTO RIVER,0, , , , ,2139.10125651876,237316.554676867
61,81,G1002,49.07890162,Proposed, ,1449421.3692,0,0,163,8892.1556,0,0,4,4,5970,E,SAN JACINTO RIVER,0, , , , ,13128.3473238299,2137876.82187608
62,82,G1032,47.74730675,Proposed, ,1467120.314,0,0,157,9344.7154,0,0,4,4,5970,E,SAN JACINTO RIVER,0, , , , ,8187.5437658402,2079872.70324343
63,83,S1005,26.30110024,Proposed, ,400756.4146,0,0,69,5808.064,0,0,4,4,6070,E,LUCE BAYOU,0, , , , ,5042.67005840546,1145675.74875742
64,84,S1006,9.11097989,Proposed, ,180495.0485,0,0,25,7219.8019,0,0,4,4,6070,E,LUCE BAYOU,0, , , , ,3433.29552791527,396874.278333514
65,85,S1004,8.06537528,Proposed, ,196567.9566,0,0,20,9828.3978,0,0,4,4,6070,E,LUCE BAYOU,0, , , , ,2943.14390358032,351327.720236584
66,86,S1003,4.73028646,Proposed, ,33569.2489,0,0,6,5594.8748,0,0,4,4,6070,E,LUCE BAYOU,0, , , , ,2000.74894291548,206051.267621213
67,87,S1002,17.01102803,Proposed, ,169550.1591,174397.8857,4847.7266,17,9973.5388,0,0,4,4,6070,E,LUCE BAYOU,0, , , , ,3931.34783938132,741000.433643697
68,88,S1001,56.5177549,Proposed, ,661024.2182,0,0,69,9580.0611,0,0,4,4,6069,E,LUCE BAYOU,0, , , , ,7814.82229956311,2461913.15911655
69,89,G1009,33.15933574,Proposed, ,494278.5469,0,0,44,11233.6033,0,0,4,4,5969,E,SAN JACINTO RIVER,0, , , , ,5248.63156939429,1444420.57956518
70,90,G1000,7.75715785,Proposed, ,205099.798,0,0,21,9766.657,0,0,3,2,5669,E,SAN JACINTO RIVER,0, , , , ,2630.03333439799,337901.818809043
71,92,A0021,43.91696891,Inadequate,Inadequate,590380.464,624493.984,34113.52,10,59038.0464,1, ,3,1,5851,E,CLEAR CREEK,0, , , , ,11418.5254401669,1913023.14335174
72,93,A0112,25.31339989,Inadequate, ,202690.2006,0,0,12,16890.8501,0,0,4,3,5851,E,CLEAR CREEK,0, , , , ,8451.50447134232,1102651.76734588
73,96,D1406,101.11053423,Inadequate, ,723366.183,0,0,248,2916.7991,8, ,3,1,4755,G,BRAYS BAYOU,0, , , , ,14849.9991714358,4404374.86769433
74,98,C1201,94.45884944,Proposed, ,2572900,2728200,155300,54,47646.2962963,0,0,0,5,5250,D,SIMS BAYOU,0, , , , ,16234.3485045726,4114627.53151256
75,101,U0001,256.45150424,Cannot Analyze, ,0,0,0,215,0,3, ,3, ,4658,A,LANGHAM CREEK,0, , , , ,28020.0463221967,11171027.6977981
76,103,D1422,91.84730638,Inadequate, ,965649.0258,0,0,309,3125.0778,83, ,3,1,5054,F,BRAYS BAYOU,0, , , , ,13814.0047058373,4000868.56623086
77,105,C0625,62.76158835,Inadequate, ,1083400,1428400,345000,162,6687.65432099,0,0,4,3,5150,D,SIMS BAYOU,0, , , , ,9220.55450105097,2733894.71545121
78,106,W1201,35.05587605,Proposed, ,361037.678,0,1119200,117,3085.7921,48, ,3,2,5157,G,BUFFALO BAYOU,0, , , , ,6591.18855167749,1527033.93020585
79,107,W0919,0.54235472,Cannot Analyze, ,0,0,0,0,0,0,0,4, ,4857,G,BUFFALO BAYOU,0, , , , ,989.998019993305,23624.974397717
80,109,W0921,1.97314005,Cannot Analyze, ,0,0,0,6,0,0,0,3, ,4857,G,BUFFALO BAYOU,0, , , , ,1530.00087696314,85949.9908441528
81,110,W0922,9.34917624,Cannot Analyze, ,0,0,0,27,0,0,3,1, ,4857,G,BUFFALO BAYOU,0, , , , ,3900.00335475802,407250.17217755
82,111,W0916,3.15082652,Cannot Analyze, ,0,0,0,5,0,0,0,3, ,4857,G,BUFFALO BAYOU,0, , , , ,2370.00313398242,137249.987417764
83,112,W0911,8.74369061,Cannot Analyze, ,0,0,0,24,0,3, ,3, ,4857,G,BUFFALO BAYOU,0, , , , ,3253.82254382254,380875.187170151
84,113,W0909,2.89772824,Cannot Analyze, ,0,0,0,7,0,0,0,4, ,4857,G,BUFFALO BAYOU,0, , , , ,2100.00039315224,126225.051200851
85,114,W0914,1.21384239,Cannot Analyze, ,0,0,0,3,0,0,0,4, ,4857,G,BUFFALO BAYOU,0, , , , ,1499.99831232429,52874.926295622
86,123,A0048,44.63085202,Inadequate,Inadequate,1160735.4831,1476181.8977,315446.4146,120,9672.7957,0,0,4,3,5250,D,CLEAR CREEK,0, , , , ,10657.6540471768,1944119.84819472
87,126,A0036,10.29958413,Cannot Analyze, ,0,0,0,19,0,0,0,4, ,5250,D,CLEAR CREEK,0, , , , ,3869.99947792292,448649.79496584
88,130,C0844,3.25917383,Cannot Analyze, ,0,0,0,17,0,0,0,4, ,5150,D,SIMS BAYOU,0, , , , ,2116.37215627754,141969.631929861
89,137,C1107,32.84819808,Proposed, ,400100,431900,31800,0,0,0,0,0,5,5553,I,SIMS BAYOU,0, , , , ,6441.96187335764,1430867.54364081
90,138,C0820,25.53381341,Inadequate, ,179301.4209,0,31800,88,2037.5161,12,1,3,1,5553,I,SIMS BAYOU,0, , , , ,6309.05014531809,1112252.98743472
91,139,C0043,382.94779496,Inadequate, ,3986100,4100300,114200,1116,3571.77419355,49,8,1,1,5553,I,SIMS BAYOU,0, , , , ,28783.9178348168,16681206.02556
92,140,C0020,22.76792494,Inadequate, ,356500,429800,73300,53,6726.41509434,0,46,2,1,5654,I,SIMS BAYOU,0, , , , ,5496.23214015977,991770.940772703
93,142,A1020,93.05118333,Proposed, ,372971.6393,0,0,252,1480.0462,26,6,3,2,5651,E,CLEAR CREEK,0, , , , ,18140.0995257406,4053309.45113502
94,143,A0042,33.0630187,Inadequate,Inadequate,306568.1619,399175.9381,92607.7762,129,2376.4974,20, ,3,1,5750,E,CLEAR CREEK,0, , , , ,8160.00008416176,1440225.10523253
95,144,A0041,19.23037252,Inadequate,Inadequate,192745.6918,222084.1823,29338.4905,71,2714.7281,36,33,1,1,5750,E,CLEAR CREEK,0, , , , ,6329.99521401525,837675.079409937
96,145,A0040,14.10123967,Inadequate, ,200138.6378,0,0,68,2943.2153,0,0,4,3,5750,E,CLEAR CREEK,0, , , , ,5160.00083485246,614249.974099667
97,148,A0061,31.28615727,Cannot Analyze, ,0,0,0,128,0,29,36,1, ,5750,E,CLEAR CREEK,0, , , , ,7979.99913179874,1362825.03097231
98,149,A0043,25.39256216,Cannot Analyze, ,0,0,0,118,0,41,117,1, ,5750,E,CLEAR CREEK,0, , , , ,7529.99675098062,1106100.08346492
99,150,A0045,13.60020589,Inadequate,Inadequate,67294.0485,110434.4688,43140.4203,55,1223.5282,35,35,1,1,5750,E,CLEAR CREEK,0, , , , ,5189.99880638719,592424.953130948
100,153,A0055,7.66012362,Inadequate, ,55315.1877,0,0,36,1536.533,15,22,1,1,5750,E,CLEAR CREEK,0, , , , ,3810.000254035,333674.984195544
101,154,A0068,17.70089409,Inadequate,Inadequate,72820.4138,161155.0618,88334.648,51,1427.8513,2,1,3,1,5750,E,CLEAR CREEK,0, , , , ,5854.63108024495,771050.89472321
102,155,A0067,24.50929494,Inadequate,Inadequate,86403.7273,229565.0029,143161.2756,87,993.1463,21, ,3,1,5750,E,CLEAR CREEK,0, , , , ,7140.00278034806,1067624.91748362
103,160,A0062,23.13016467,Inadequate, ,297579.6035,0,0,94,3165.7405,26,36,1,1,5750,E,CLEAR CREEK,0, , , , ,7920.0012203753,1007549.99046516
104,161,A0071,43.20764177,Inadequate,Inadequate,453981.199,470746.2153,16765.0163,15,30265.4133,0,0,4,3,5850,E,CLEAR CREEK,0, , , , ,10319.9964203238,1882124.72542661
105,164,A0059,71.33522839,Inadequate, ,1045782.6783,0,0,249,4199.9304,46,15,1,1,5850,E,CLEAR CREEK,0, , , , ,18495.4457991774,3107362.53115714
106,165,A0058,38.74483492,Inadequate, ,468469.5113,0,0,126,3718.012,14,3,3,1,5850,E,CLEAR CREEK,0, , , , ,13319.9982942045,1687725.03550413
107,168,A0034,103.65702631,Inadequate,Inadequate,1643586.8744,1837254.2301,193667.3557,416,3950.93,72,34,1,1,5850,E,CLEAR CREEK,0, , , , ,21600.0145426989,4515300.23600801
108,169,A0063,15.81095155,Inadequate, ,116381.4414,0,0,60,1939.6907,13,7,1,1,5850,E,CLEAR CREEK,0, , , , ,5220.00399568677,688725.06989491
109,173,A0014,21.97830554,Inadequate, ,203024.9678,0,0,88,2307.1019,16,3,1,1,5750,E,CLEAR CREEK,0, , , , ,5939.99993103743,957374.905728195
110,175,A0012,16.35847906,Cannot Analyze, ,0,0,0,72,0,1, ,3, ,5850,E,CLEAR CREEK,0, , , , ,5370.00369563699,712575.255007323
111,179,P0149,67.64812198,Inadequate, ,632200,1210500,578300,1,632200,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,10346.6851612206,2946752.2988668
112,180,P0171,14.70057598,Inadequate, ,94400,114800,20400,1,94400,0,0,0,5,5265,B,GREENS BAYOU,0, , , , ,4240.52436062146,640357.137650544
113,183,P0104,215.2775227,Inadequate, ,725400,1015800,290400,1,725400,0,0,4,3,5464,B,GREENS BAYOU,0, , , , ,19181.2844148286,9377488.88219549
114,184,P1205,30.65370651,Proposed, ,311500,311500,0,1,311500,0,0,4,4,5565,B,GREENS BAYOU,0, , , , ,4936.57400805037,1335275.39783354
115,186,P1193,5.3832099,Proposed, ,214600,214600,0,1,214600,0,0,4,4,5165,B,GREENS BAYOU,0, , , , ,2089.91768085895,234492.648712967
116,188,P0148,49.25808861,Inadequate, ,669100,725800,56700,1,669100,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,6570.07321886679,2145682.52447956
117,190,P1017,40.50170232,Proposed, ,745300,803300,58000,1,745300,0,0,4,4,5565,B,GREENS BAYOU,0, , , , ,6340.23467123715,1764254.08299915
118,193,P1018,37.22499216,Proposed, ,528000,598300,70300,1,528000,0,0,4,4,5565,B,GREENS BAYOU,0, , , , ,5972.46522714988,1621520.80053054
119,194,P1203,26.18010221,Proposed, ,817700,917400,99700,1,817700,0,0,4,4,5565,B,GREENS BAYOU,0, , , , ,5106.36576248411,1140404.95137989
120,196,P0147,49.27706979,Inadequate, ,522800,524600,1800,1,522800,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,7114.44011729404,2146509.2367143
121,198,E0231,67.98340782,Inadequate, ,1173600,1173600,0,44,26672.7272727,0,0,4,3,5259,H,WHITE OAK BAYOU,0, , , , ,9284.86637068722,2961357.23574949
122,200,E5139,50.19636301,Proposed, ,418100,418100,0,20,20905,0,0,4,5,5060,A,WHITE OAK BAYOU,0, , , , ,6356.55563360921,2186553.74516436
123,202,E5138,47.58203338,Proposed, ,531100,531100,0,6,88516.6666667,0,0,4,4,5060,A,WHITE OAK BAYOU,0, , , , ,6405.37603224083,2072673.22553575
124,203,H0110,22.70079299,Cannot Analyze, ,0,0,0,53,0,0,0,3,CNA,5559,B,HUNTING BAYOU,0, , , , ,4275.02465638127,988846.338639362
125,206,H1145,59.55160189,Proposed, ,681000,681000,0,0,0,0,0,0,5,5659,I,HUNTING BAYOU,0, , , , ,7716.90836832719,2594067.7780718
126,208,W0336,8.88723187,Inadequate, ,116700,116700,0,27,4322.22222222,8, ,4,3,4959,A,BUFFALO BAYOU,0, , , , ,3057.86279143074,387127.728433421
127,209,W0335,5.82521147,Inadequate, ,176500,176500,0,25,7060,0,0,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2718.04486427999,253746.171873736
128,211,W0333,7.82147576,Inadequate, ,88200,88200,0,23,3834.7826087,13, ,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2884.9485756697,340703.510178314
129,212,W0332,6.81109219,Inadequate, ,87900,87900,0,24,3662.5,0,0,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2815.52786800097,296691.215409685
130,214,W0330,7.74798344,Inadequate, ,61500,61500,0,25,2460,43,1,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2901.09855668643,337502.139335691
131,216,P1233,81.49885378,Proposed, ,1893000,2121700,228700,1,1893000,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,10938.5143934574,3550090.13012575
132,217,P1032,38.51219175,Proposed, ,670900,771300,100400,1,670900,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,6196.34246578307,1677591.17711007
133,218,P1029,35.12772504,Proposed, ,471200,471200,0,1,471200,0,0,4,4,5567,B,GREENS BAYOU,0, , , , ,5512.72347310669,1530163.4471671
134,219,P1232,82.42792336,Proposed, ,1828800,2064700,235900,1,1828800,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,10993.4001269137,3590560.85217533
135,220,P1231,32.60108278,Proposed, ,417600,417600,0,1,417600,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,5392.0934102191,1420103.28463389
136,221,P1229,101.48093559,Proposed, ,2068800,2350000,281200,1,2068800,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,11115.069027633,4420509.46317425
137,222,P1230,35.54779026,Proposed, ,454300,454300,0,1,454300,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,5522.13130834624,1548461.58285602
138,223,P1228,37.73875612,Proposed, ,503900,503900,0,1,503900,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,6049.16311679506,1643899.94662723
139,224,P1227,37.08479902,Proposed, ,647000,658500,11500,1,647000,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,6042.71102803897,1615413.50521522
140,225,P1226,52.57881713,Proposed, ,303500,344300,40800,1,303500,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,6089.30596525754,2290333.08663316
141,226,P1223,37.06953628,Proposed, ,940400,991600,51200,1,940400,0,0,4,4,5567,B,GREENS BAYOU,0, , , , ,7617.82201924826,1614749.1704824
142,227,P1238,14.4404301,Proposed, ,185000,185000,0,1,185000,0,0,4,4,5567,B,GREENS BAYOU,0, , , , ,3131.41638674592,629025.150675494
143,228,P1027,67.28768347,Proposed, ,1425500,1588900,163400,1,1425500,0,0,4,4,5567,B,GREENS BAYOU,0, , , , ,6625.58722687371,2931051.67636959
144,229,P1224,13.61043027,Proposed, ,225600,225600,0,1,225600,0,0,4,4,5567,B,GREENS BAYOU,0, , , , ,3090.56914171825,592870.449827832
145,230,P1225,15.09503681,Proposed, ,192200,192200,0,1,192200,0,0,0,5,5567,B,GREENS BAYOU,0, , , , ,3558.16884833806,657539.816347138
146,231,P1171,109.21083322,Proposed, ,975400,1155200,179800,1,975400,0,0,4,4,5662,B,GREENS BAYOU,0, , , , ,10269.8321322578,4757223.92119739
147,232,E5114,15.08820949,Proposed, ,261800,261800,0,37,7075.67567568,0,0,4,4,5162,A,WHITE OAK BAYOU,0, , , , ,3766.55908257837,657242.415962502
148,237,E5052,62.81417044,Proposed, ,518600,518600,0,150,3457.33333333,3,2,1,2,5362,B,WHITE OAK BAYOU,0, , , , ,7147.12634387047,2736185.37886311
149,239,E5066,174.65439181,Proposed, ,2189400,2419000,229600,654,3347.70642202,18,5,1,2,5262,B,WHITE OAK BAYOU,0, , , , ,14736.4484122131,7607945.07970987
150,240,E0380,320.86580892,Inadequate, ,6060200,6428300,368100,845,7171.83431953,88,120,1,1,5362,H,WHITE OAK BAYOU,0, , , , ,25859.5549133934,13976914.5061668
151,242,E5124,53.4714636,Proposed, ,742500,742500,0,85,8735.29411765,16, ,3,2,5162,A,WHITE OAK BAYOU,0, , , , ,6331.43431611616,2329217.19137292
152,244,P0082,89.93524071,Inadequate, ,1102500,1213700,111200,87,12672.4137931,3, ,3,1,5562,B,GREENS BAYOU,0, , , , ,9816.1044552216,3917578.9210251
153,248,W0287,9.66253817,Inadequate, ,215600,215600,0,28,7700,22,2,4,3,4958,G,BUFFALO BAYOU,0, , , , ,3381.068062802,420900.241907064
154,249,P1050,178.79754978,Proposed, ,3382400,3382400,0,129,26220.1550388,1,6,1,1,5858,E,GREENS BAYOU,0, , , , ,14217.1645798477,7788420.27886216
155,250,W0247,4.1083449,Inadequate, ,78800,78800,0,10,7880,1, ,4,3,4958,G,BUFFALO BAYOU,0, , , , ,1715.54827986285,178959.573640797
156,253,W0172,35.51469667,Inadequate, ,337700,449700,112000,130,2597.69230769,40,2,4,3,4757,A,BUFFALO BAYOU,0, , , , ,5731.41195935638,1547020.13037852
157,254,W0174,88.49010541,Inadequate, ,1610400,1934800,324400,240,6710,88,17,2,1,4858,G,BUFFALO BAYOU,0, , , , ,11408.9171197783,3854628.80791375
158,258,D5038,4.91438126,Inadequate, ,14600,14600,0,22,663.63636364,1, ,3,1,4855,G,BRAYS BAYOU,0, , , , ,2092.16977089775,214070.464587283
159,259,H1037,31.11548644,Proposed, ,266300,312200,45900,117,2276.06837607,6,8,2,2,5459,B,HUNTING BAYOU,0, , , , ,4675.08521907347,1355390.44150732
