OBJECTID_1,OBJECTID,OUTFALL,ACREAGE,Y2STATUS,Y5STATUS,Y2COST,Y5COST,ADDFORY5,ADDRESSES,Y2COSTPADD,NUM_STFLD,NUM_HSEFLD,GROUP_,Y2CATEGORY,FACETS,C_DISTRICT,WSHED,PCT_SNGLFA,created_us,created_da,last_edite,last_edi_1,Shape_Length,Shape_Area
68,178,C0814,0.32024773,Adequate, ,0,0,0,0,0,0,0,4,A,5753,E,SIMS BAYOU,0, , , , ,659.999992311001,13949.9934121209
69,181,P0196,17.44811281,Adequate, ,0,0,0,1,0,0,0,4,A,5265,B,GREENS BAYOU,0, , , , ,3625.15057115665,760039.694507409
70,182,P0172,7.84574931,Adequate, ,0,0,0,1,0,0,0,0,5,5265,B,GREENS BAYOU,0, , , , ,2341.93466167504,341760.749280504
71,185,P0198,48.9084537,Adequate, ,0,0,0,1,0,0,0,4,A,5265,B,GREENS BAYOU,0, , , , ,6227.98629554819,2130452.08973368
72,187,P0197,16.71735051,Adequate, ,0,0,0,1,0,0,0,4,A,5265,B,GREENS BAYOU,0, , , , ,3932.6720632541,728207.738248917
73,189,P0170,28.91553145,Adequate, ,0,0,0,1,0,0,0,0,5,5265,B,GREENS BAYOU,0, , , , ,4561.00826472707,1259560.74738084
74,192,C0664,51.89782033,Adequate, ,0,0,0,2,0,0,0,4,A,5152,D,SIMS BAYOU,0, , , , ,10622.7042354029,2260669.15552558
75,195,P0160,6.26633699,Adequate, ,0,0,0,1,0,0,0,4,A,5365,B,GREENS BAYOU,0, , , , ,2095.53791117281,272961.652195267
76,197,P0229,24.1666746,Adequate, ,0,0,0,1,0,0,0,4,A,5365,B,GREENS BAYOU,0, , , , ,4318.76218488716,1052700.37139409
77,199,E0360,5.83078378,Adequate, ,0,0,0,18,0,0,0,4,A,5360,H,WHITE OAK BAYOU,0, , , , ,2363.50178633786,253989.006127552
78,201,E0100,1.51798823,Adequate, ,0,0,0,1,0,0,0,4,A,5160,A,WHITE OAK BAYOU,0, , , , ,1046.21508302573,66123.5640531656
79,204,E0079,49.46652574,Adequate, ,0,0,0,18,0,0,0,4,A,5259,A,WHITE OAK BAYOU,0, , , , ,10139.6758650677,2154761.79567169
80,205,H0108,34.30254579,Adequate, ,0,0,0,57,0,2, ,3,A,5559,B,HUNTING BAYOU,0, , , , ,6070.20574663944,1494218.7047678
81,207,H0107,65.51893449,Adequate, ,0,0,0,127,0,3, ,3,A,5559,B,HUNTING BAYOU,0, , , , ,6757.59033212132,2854004.95892235
82,210,W0334,7.8380001,Adequate, ,0,0,0,27,0,0,0,4,A,4959,A,BUFFALO BAYOU,0, , , , ,2878.57954429023,341423.326745343
83,213,W0526,7.67394595,Adequate, ,0,0,0,24,0,5, ,4,A,4959,A,BUFFALO BAYOU,0, , , , ,2888.07894695267,334276.964944422
84,215,W0527,7.20226097,Adequate, ,0,0,0,24,0,19, ,4,A,4959,A,BUFFALO BAYOU,0, , , , ,2867.5253655146,313730.269351743
85,233,E0205,8.15111693,Adequate, ,0,0,0,53,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,2713.71958481339,355062.697821051
86,234,E0391,67.66699587,Adequate, ,0,0,0,203,0,1, ,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,7835.28872835338,2947574.29189596
87,235,E0131,3.73641056,Adequate, ,0,0,0,2,0,0,0,4,A,5062,A,WHITE OAK BAYOU,0, , , , ,1683.98375310112,162758.028228552
88,236,E0919,6.45562975,Adequate, ,0,0,0,22,0,0,0,4,A,5162,A,WHITE OAK BAYOU,0, , , , ,2528.03551597922,281207.207061492
89,238,E0390,4.49973728,Adequate, ,0,0,0,1,0,0,0,4,A,5262,B,WHITE OAK BAYOU,0, , , , ,1872.24483719395,196008.572164948
90,241,E0917,11.08432329,Adequate, ,0,0,0,35,0,14, ,3,A,5162,A,WHITE OAK BAYOU,0, , , , ,3840.5251949203,482833.085518486
91,243,E0915,5.41175376,Adequate, ,0,0,0,15,0,5,9,2,A,5162,A,WHITE OAK BAYOU,0, , , , ,2261.14806927734,235735.896408821
92,245,W0164,4.76514827,Adequate, ,0,0,0,1,0,0,0,4,A,4758,A,BUFFALO BAYOU,0, , , , ,1876.39881713535,207569.877305774
93,246,W0176,25.10953977,Adequate, ,0,0,0,72,0,17,1,4,A,4858,G,BUFFALO BAYOU,0, , , , ,4652.39234581494,1093771.57741145
94,247,W0419,18.51848283,Adequate, ,0,0,0,36,0,3,7,2,A,5158,G,BUFFALO BAYOU,0, , , , ,3810.3429563154,806665.04552975
95,251,E0005,67.39175708,Adequate, ,0,0,0,46,0,0,0,4,A,5457,H,WHITE OAK BAYOU,0, , , , ,7334.1121711688,2935584.87821704
96,252,W0288,0.75041657,Adequate, ,0,0,0,2,0,0,0,4,A,4958,G,BUFFALO BAYOU,0, , , , ,726.718555808832,32688.1448528557
97,255,D5008,68.62942901,Adequate,Adequate,0,0,0,1,0,0,0,4,A,4955,G,BUFFALO BAYOU,0, , , , ,7436.76987771721,2989498.18240943
98,256,W0055,24.62111786,Adequate, ,0,0,0,369,0,4, ,3,A,5055,G,BUFFALO BAYOU,0, , , , ,5566.7716825009,1072495.8509715
99,257,D2039,106.12196107,Adequate,Adequate,0,0,0,64,0,0,0,4,A,5655,I,SIMS BAYOU,0, , , , ,13532.4230058711,4622672.77673822
100,262,E0074,5.57534876,Adequate, ,0,0,0,1,0,0,0,4,A,5259,H,WHITE OAK BAYOU,0, , , , ,2011.59402572757,242862.248006654
101,264,E0772,9.68133949,Adequate, ,0,0,0,30,0,0,0,4,A,5060,A,WHITE OAK BAYOU,0, , , , ,3150.83023590717,421719.211145776
102,266,D0882,5.18199541,Adequate, ,0,0,0,26,0,1, ,1,A,5556,I,BRAYS BAYOU,0, , , , ,2536.06223211345,225727.894708107
103,267,W0143,27.52317834,Adequate, ,0,178000,178000,115,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,4984.71962631702,1198909.67203125
104,268,W0130,10.27745817,Adequate, ,0,0,0,2,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,2790.86392208176,447686.148410771
105,269,W0089,471.73189686,Adequate, ,0,7099900,7099900,1286,0,21,3,1,1,5056,G,BUFFALO BAYOU,0, , , , ,24971.0591592896,20548641.4330068
106,271,W0090,33.50203414,Adequate, ,0,0,0,5,0,0,0,4,A,5056,G,BUFFALO BAYOU,0, , , , ,4930.75353821836,1459348.63705174
107,273,C0242,22.77413302,Adequate, ,0,0,0,2,0,0,0,4,A,5652,I,SIMS BAYOU,0, , , , ,5630.05335246725,992041.501220365
108,274,C0241,1.37858309,Adequate, ,0,0,0,1,0,0,0,4,A,5652,I,SIMS BAYOU,0, , , , ,994.279967146544,60051.1056717253
109,284,H0091,49.27499568,Adequate, ,0,0,0,10,0,0,0,3,A,5659,I,HUNTING BAYOU,0, , , , ,6734.22819268156,2146418.6593022
110,285,H0102,28.77105932,Adequate, ,0,0,0,46,0,2, ,3,A,5559,B,HUNTING BAYOU,0, , , , ,5257.67166465745,1253267.2440533
111,286,E0067,0.62621182,Adequate, ,0,0,0,1,0,0,0,4,A,5259,H,WHITE OAK BAYOU,0, , , , ,657.120495248881,27277.7918432869
112,287,H0128,51.23458278,Adequate, ,0,111300,111300,172,0,1, ,4,A,5459,B,HUNTING BAYOU,0, , , , ,6287.60489561484,2231778.49896164
113,288,D0749,3.7021986,Adequate, ,0,0,0,1,0,2, ,4,A,4853,F,BRAYS BAYOU,0, , , , ,1885.18932334806,161267.820216116
114,289,D0445,94.68153079,Adequate,Adequate,0,0,0,317,0,60,3,1,A,5053,C,BRAYS BAYOU,0, , , , ,9025.20191891103,4124327.44435278
115,292,D0178,27.00772593,Adequate, ,0,0,0,84,0,11,1,1,A,5153,C,BRAYS BAYOU,0, , , , ,5367.46089498525,1176456.46669876
116,294,C0368,13.68728863,Adequate, ,0,0,0,58,0,7,2,1,A,5553,D,SIMS BAYOU,0, , , , ,3133.49838624442,596218.254020837
117,295,D0284,4.00748507,Adequate, ,0,0,0,12,0,9,1,1,A,5153,C,BRAYS BAYOU,0, , , , ,1746.41064370585,174566.091338623
118,297,C0217,32.79399891,Adequate, ,0,84700,84700,8,0,0,0,4,A,5653,E,SIMS BAYOU,0, , , , ,13761.905303514,1428506.1039934
119,299,C0369,5.4583667,Adequate, ,0,0,0,25,0,1, ,3,A,5553,D,SIMS BAYOU,0, , , , ,1985.44819059944,237766.512785622
120,300,C0340,9.40461702,Adequate, ,0,0,0,35,0,3, ,3,A,5653,I,SIMS BAYOU,0, , , , ,3338.06309141749,409665.077856037
121,306,C0257,52.84581233,Adequate, ,0,0,0,178,0,34,53,1,A,5753,E,SIMS BAYOU,0, , , , ,10951.1645003362,2301963.71421433
122,309,D0664,5.24813613,Adequate,Adequate,0,0,0,17,0,0,0,4,A,4853,F,BRAYS BAYOU,0, , , , ,1980.12383464876,228608.838438151
123,311,D0383,7.85624103,Adequate,Adequate,0,0,0,73,0,2, ,3,A,5153,C,BRAYS BAYOU,0, , , , ,2892.04421784662,342217.776694105
124,315,C0406,3.36222663,Adequate, ,0,0,0,0,0,0,0,4,A,5453,D,SIMS BAYOU,0, , , , ,1569.06358737664,146458.524175724
125,317,H0122,37.69527357,Adequate, ,0,0,0,88,0,3, ,3,A,5559,B,HUNTING BAYOU,0, , , , ,5364.36310272141,1642006.05693379
126,322,P0052,30.81202319,Adequate, ,0,0,0,68,0,3,1,1,A,5661,B,GREENS BAYOU,0, , , , ,4781.39069735445,1342171.46643717
127,323,E0408,5.69423223,Adequate, ,0,0,0,3,0,0,0,4,A,5260,H,WHITE OAK BAYOU,0, , , , ,2527.59812302792,248040.758556931
128,325,E0191,9.72969971,Adequate, ,0,0,0,2,0,0,0,4,A,5260,B,WHITE OAK BAYOU,0, , , , ,2608.34321167279,423825.747369395
129,329,E0366,5.13634538,Adequate, ,0,0,0,21,0,0,0,4,A,5360,H,WHITE OAK BAYOU,0, , , , ,1981.74345747169,223739.254213841
130,331,E0367,5.22665498,Adequate, ,0,0,0,24,0,3, ,3,A,5360,H,WHITE OAK BAYOU,0, , , , ,2181.86217996676,227673.050659711
131,336,E0373,5.33652474,Adequate, ,0,0,0,23,0,0,0,4,A,5360,H,WHITE OAK BAYOU,0, , , , ,2068.92634363316,232459.040240548
132,345,E0727,45.48089542,Adequate, ,0,0,0,77,0,0,0,4,A,5160,A,WHITE OAK BAYOU,0, , , , ,6379.21936996837,1981147.73775859
133,362,C0243,25.85213625,Adequate, ,0,0,0,12,0,0,0,4,A,5652,I,SIMS BAYOU,0, , , , ,4612.7610868685,1126118.91619559
134,363,C0078,11.12953821,Adequate, ,0,0,0,22,0,6,56,1,A,5251,D,SIMS BAYOU,0, , , , ,2805.33793602733,484802.576764494
135,364,C0529,53.03972547,Adequate, ,0,1263700,1263700,1,0,0,0,4,A,5252,D,SIMS BAYOU,0, , , , ,13741.2534881715,2310410.12511797
136,365,E0793,27.04840162,Adequate, ,0,0,0,88,0,1, ,3,A,4960,A,WHITE OAK BAYOU,0, , , , ,4712.87982782283,1178228.46544572
137,367,E0799,15.23285188,Adequate, ,0,0,0,56,0,0,0,4,A,4960,A,WHITE OAK BAYOU,0, , , , ,3804.94101836967,663543.048229488
138,368,E0804,28.1591305,Adequate, ,0,0,0,90,0,0,0,4,A,4960,A,WHITE OAK BAYOU,0, , , , ,5504.09565291141,1226611.61563235
139,369,E0808,9.07053382,Adequate, ,0,0,0,15,0,4, ,3,A,4960,A,BUFFALO BAYOU,0, , , , ,3301.89617495918,395112.439107361
140,380,W0660,27.8096543,Adequate, ,0,84000,84000,24,0,0,0,4,A,5457,H,BUFFALO BAYOU,0, , , , ,5873.99047038176,1211388.48281894
141,383,W0688,1.79329523,Adequate, ,0,0,0,7,0,0,0,4,A,5457,I,BUFFALO BAYOU,0, , , , ,1316.34658106707,78115.9826901203
142,384,W0652,1.44834195,Adequate, ,0,0,0,6,0,0,0,4,A,5457,I,BUFFALO BAYOU,0, , , , ,1050.04601693998,63089.7886459317
143,385,W0500,9.01235051,Adequate, ,0,0,0,10,0,0,0,4,A,5457,H,BUFFALO BAYOU,0, , , , ,2630.89944840347,392578.00431999
144,386,W0439,15.15672201,Adequate, ,0,0,0,47,0,2, ,4,A,5257,G,BUFFALO BAYOU,0, , , , ,3610.07986265788,660226.559028196
145,387,W0593,14.70306216,Adequate, ,0,0,0,11,0,0,0,4,A,5157,G,BUFFALO BAYOU,0, , , , ,4602.16101024076,640465.347143659
146,388,W0237,3.86741454,Adequate, ,0,0,0,5,0,0,0,4,A,4957,G,BUFFALO BAYOU,0, , , , ,2949.96469271519,168464.603826983
147,389,W0650,13.21466763,Adequate, ,0,0,0,21,0,2, ,4,A,5457,I,BUFFALO BAYOU,0, , , , ,3633.48273254881,575630.871304748
148,393,W0653,1.92686254,Adequate, ,0,0,0,4,0,0,0,4,A,5457,I,BUFFALO BAYOU,0, , , , ,1195.54461950825,83934.0927831807
149,394,W0264,6.47889404,Adequate, ,0,0,0,84,0,0,0,4,A,4957,G,BUFFALO BAYOU,0, , , , ,2596.41755540425,282220.653933699
150,397,P0024,167.57794963,Adequate, ,0,0,0,76,0,1, ,1,A,5759,B,GREENS BAYOU,0, , , , ,14231.3956851337,7299695.40721688
151,400,B0022,17.10743984,Adequate, ,0,0,0,4,0,0,0,4,A,5850,E,ARMAND BAYOU,0, , , , ,5490.00476801395,745200.026079116
152,401,B0013,37.19251452,Adequate,Adequate,0,0,0,12,0,0,0,4,A,5850,E,ARMAND BAYOU,0, , , , ,10280.7261975191,1620105.91675227
153,402,B0014,10.66890443,Adequate,Adequate,0,0,0,3,0,0,0,4,A,5850,E,ARMAND BAYOU,0, , , , ,7330.54866899078,464737.457822342
154,403,A0017,4.66425599,Adequate, ,0,0,0,15,0,0,0,4,A,5750,E,CLEAR CREEK,0, , , , ,2669.99990934134,203175.018990166
155,404,A0007,2.67471129,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5850,E,CLEAR CREEK,0, , , , ,1535.07114765745,116510.427900001
156,405,A0006,22.07128113,Adequate,Adequate,0,0,0,1,0,0,0,4,A,5850,E,CLEAR CREEK,0, , , , ,6270.00320801139,961425.007645204
157,406,A0005,4.10640399,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5850,E,CLEAR CREEK,0, , , , ,2999.99990543723,178874.929183595
158,407,A0004,0.4338853,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5850,E,CLEAR CREEK,0, , , , ,990.001956999302,18900.0523528393
159,408,A0003,3.9462792,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5850,E,CLEAR CREEK,0, , , , ,2849.99758085608,171899.898027501
160,409,A0002,1.14152886,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5850,E,CLEAR CREEK,0, , , , ,1590.00010085106,49725.007791818
161,412,B0010,36.75103406,Adequate,Inadequate,0,124568.094,124568.094,110,0,0,0,4,3,5949,E,ARMAND BAYOU,0, , , , ,12630.0022990108,1600875.06794743
162,413,B0008,36.10537008,Adequate, ,0,0,0,145,0,0,0,4,A,5949,E,ARMAND BAYOU,0, , , , ,9090.00412964821,1572749.9639001
163,414,B0006,30.67406947,Adequate, ,0,0,0,113,0,20, ,3,A,5948,E,CLEAR CREEK,0, , , , ,7523.80945158492,1336162.48260685
164,415,B0005,24.9793418,Adequate, ,0,0,0,114,0,2, ,3,A,5949,E,CLEAR CREEK,0, , , , ,7199.99806717038,1088100.15546615
165,416,B0004,3.82231295,Adequate, ,0,0,0,18,0,0,0,4,A,5949,E,CLEAR CREEK,0, , , , ,2339.99991312623,166499.939311678
166,418,B0003,6.95401929,Adequate, ,0,0,0,1,0,0,0,4,A,5949,E,ARMAND BAYOU,0, , , , ,2893.76297991979,302917.056160306
167,419,B0015,54.79701896,Adequate, ,0,0,0,403,0,18, ,3,A,5949,E,ARMAND BAYOU,0, , , , ,14079.0870659004,2386958.20301788
168,421,B0017,9.00826505,Adequate,Adequate,0,0,0,4,0,0,0,4,A,5949,E,ARMAND BAYOU,0, , , , ,3929.99738934636,392400.024883958
169,423,B0019,11.76747004,Adequate, ,0,0,0,2,0,0,0,4,A,5949,E,ARMAND BAYOU,0, , , , ,4295.71244608707,512590.963061958
170,424,B0020,2.3398761,Adequate,Adequate,0,0,0,0,0,0,0,4,A,5949,E,ARMAND BAYOU,0, , , , ,2399.99979314208,101924.985999168
171,425,B0021,10.39256174,Adequate, ,0,0,0,48,0,1, ,3,A,5949,E,ARMAND BAYOU,0, , , , ,4830.00149482489,452699.896875978
172,426,B0009,45.99173196,Adequate, ,0,0,0,208,0,22, ,3,A,5949,E,ARMAND BAYOU,0, , , , ,11490.006547451,2003399.89484769
173,428,A0027,182.76342593,Adequate,Adequate,0,0,0,10,0,0,0,4,A,5949,E,ARMAND BAYOU,0, , , , ,35609.9996462464,7961174.84814829
