OBJECTID_1,OBJECTID,OUTFALL,ACREAGE,Y2STATUS,Y5STATUS,Y2COST,Y5COST,ADDFORY5,ADDRESSES,Y2COSTPADD,NUM_STFLD,NUM_HSEFLD,GROUP_,Y2CATEGORY,FACETS,C_DISTRICT,WSHED,PCT_SNGLFA,created_us,created_da,last_edite,last_edi_1,Shape_Length,Shape_Area
28,180,P0171,14.70057598,Inadequate, ,94400,114800,20400,1,94400,0,0,0,5,5265,B,GREENS BAYOU,0, , , , ,4240.52436062146,640357.137650544
29,183,P0104,215.2775227,Inadequate, ,725400,1015800,290400,1,725400,0,0,4,3,5464,B,GREENS BAYOU,0, , , , ,19181.2844148286,9377488.88219549
30,188,P0148,49.25808861,Inadequate, ,669100,725800,56700,1,669100,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,6570.07321886679,2145682.52447956
31,196,P0147,49.27706979,Inadequate, ,522800,524600,1800,1,522800,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,7114.44011729404,2146509.2367143
32,198,E0231,67.98340782,Inadequate, ,1173600,1173600,0,44,26672.7272727,0,0,4,3,5259,H,WHITE OAK BAYOU,0, , , , ,9284.86637068722,2961357.23574949
33,208,W0336,8.88723187,Inadequate, ,116700,116700,0,27,4322.22222222,8, ,4,3,4959,A,BUFFALO BAYOU,0, , , , ,3057.86279143074,387127.728433421
34,209,W0335,5.82521147,Inadequate, ,176500,176500,0,25,7060,0,0,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2718.04486427999,253746.171873736
35,211,W0333,7.82147576,Inadequate, ,88200,88200,0,23,3834.7826087,13, ,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2884.9485756697,340703.510178314
36,212,W0332,6.81109219,Inadequate, ,87900,87900,0,24,3662.5,0,0,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2815.52786800097,296691.215409685
37,214,W0330,7.74798344,Inadequate, ,61500,61500,0,25,2460,43,1,4,3,4959,A,BUFFALO BAYOU,0, , , , ,2901.09855668643,337502.139335691
38,240,E0380,320.86580892,Inadequate, ,6060200,6428300,368100,845,7171.83431953,88,120,1,1,5362,H,WHITE OAK BAYOU,0, , , , ,25859.5549133934,13976914.5061668
39,244,P0082,89.93524071,Inadequate, ,1102500,1213700,111200,87,12672.4137931,3, ,3,1,5562,B,GREENS BAYOU,0, , , , ,9816.1044552216,3917578.9210251
40,248,W0287,9.66253817,Inadequate, ,215600,215600,0,28,7700,22,2,4,3,4958,G,BUFFALO BAYOU,0, , , , ,3381.068062802,420900.241907064
41,250,W0247,4.1083449,Inadequate, ,78800,78800,0,10,7880,1, ,4,3,4958,G,BUFFALO BAYOU,0, , , , ,1715.54827986285,178959.573640797
42,253,W0172,35.51469667,Inadequate, ,337700,449700,112000,130,2597.69230769,40,2,4,3,4757,A,BUFFALO BAYOU,0, , , , ,5731.41195935638,1547020.13037852
43,254,W0174,88.49010541,Inadequate, ,1610400,1934800,324400,240,6710,88,17,2,1,4858,G,BUFFALO BAYOU,0, , , , ,11408.9171197783,3854628.80791375
44,258,D5038,4.91438126,Inadequate, ,14600,14600,0,22,663.63636364,1, ,3,1,4855,G,BRAYS BAYOU,0, , , , ,2092.16977089775,214070.464587283
45,260,H0103,262.2079932,Inadequate, ,1631500,2385800,754300,834,1956.23501199,26,2,4,3,5559,B,HUNTING BAYOU,0, , , , ,23013.374777019,11421780.3739824
46,261,E0234,71.46272974,Inadequate, ,546600,546600,0,12,45550,0,0,4,3,5159,H,WHITE OAK BAYOU,0, , , , ,8289.07591472552,3112916.46255962
47,270,W0133,89.24104416,Inadequate, ,346500,1327500,981000,249,1391.56626506,1, ,4,3,5056,G,BUFFALO BAYOU,0, , , , ,8896.23948785035,3887340.00558324
48,272,D0925,16.58944629,Inadequate, ,309400,309400,0,55,5625.45454545,4, ,3,1,4756,G,BRAYS BAYOU,0, , , , ,3958.93328300936,722636.370815681
49,275,E0068,47.67549944,Inadequate, ,87300,336200,248900,146,597.94520548,14, ,3,1,5259,A,WHITE OAK BAYOU,0, , , , ,7646.87100604316,2076744.75564154
50,304,C0259,31.43003952,Inadequate, ,418600,418600,0,140,2990,60,77,1,1,5753,E,SIMS BAYOU,0, , , , ,4923.01744700372,1369092.39338228
51,305,D0249,29.1112386,Inadequate, ,269300,269300,0,108,2493.51851852,18, ,3,1,5153,C,BRAYS BAYOU,0, , , , ,4620.64345870934,1268085.73638832
52,307,D0387,63.14499826,Inadequate, ,765600,765600,0,236,3244.06779661,34,12,1,1,5152,C,BRAYS BAYOU,0, , , , ,8165.42924958184,2750596.09180253
53,308,C0276,4.46728389,Inadequate, ,73700,73700,0,17,4335.29411765,10, ,3,1,5753,E,SIMS BAYOU,0, , , , ,1773.22997777284,194594.939352659
54,312,D0415,12.24126643,Inadequate, ,47100,47100,0,43,1095.34883721,17,2,1,1,5153,C,BRAYS BAYOU,0, , , , ,3713.57410221434,533229.616679358
55,313,D0932,27.66348092,Inadequate, ,605100,605100,0,11,55009.0909091,0,0,4,3,4952,C,BRAYS BAYOU,0, , , , ,5389.22514888681,1205021.39830162
56,319,E0532,23.15422328,Inadequate, ,133300,133300,0,93,1433.33333333,0,0,4,3,5061,A,WHITE OAK BAYOU,0, , , , ,4164.80138695291,1008598.10488075
57,320,E0416,9.53613281,Inadequate, ,70500,70500,0,18,3916.66666667,0,0,4,3,5361,H,WHITE OAK BAYOU,0, , , , ,2725.1330443358,415394.016415091
58,321,E0539,184.96969799,Inadequate, ,2552700,2863300,310600,257,9932.6848249,23,8,1,1,5061,A,WHITE OAK BAYOU,0, , , , ,14836.4789514286,8057279.75880598
59,324,E0409,29.74517778,Inadequate, ,271900,348000,76100,28,9710.71428571,3, ,3,1,5260,A,WHITE OAK BAYOU,0, , , , ,5899.19716270261,1295700.00896935
60,326,E0190,57.62107297,Inadequate, ,241300,369000,127700,80,3016.25,8,20,1,1,5260,A,WHITE OAK BAYOU,0, , , , ,9208.01291991089,2509974.3038559
61,334,E0370,23.19168735,Inadequate, ,162500,162500,0,98,1658.16326531,6,5,1,1,5360,H,WHITE OAK BAYOU,0, , , , ,5718.41098764226,1010229.94318059
62,337,C0213,84.09194378,Inadequate, ,594300,594300,0,359,1655.43175487,3, ,3,1,5654,I,SIMS BAYOU,0, , , , ,11473.0666608958,3663045.35369438
63,344,D0149,30.360878,Inadequate, ,188200,188200,0,111,1695.4954955,59,1,3,1,5254,C,BRAYS BAYOU,0, , , , ,5655.85664051687,1322519.63586091
64,347,E0189,43.48433403,Inadequate, ,850100,850100,0,150,5667.33333333,33, ,3,1,5260,A,WHITE OAK BAYOU,0, , , , ,6130.52456763641,1894177.50927342
65,350,P0037,12.73710495,Inadequate, ,67100,67100,0,40,1677.5,1, ,3,1,5661,B,GREENS BAYOU,0, , , , ,3796.59991516111,554828.350386844
66,361,E0782,18.03949572,Inadequate, ,415000,548500,133500,77,5389.61038961,6, ,3,1,5060,A,WHITE OAK BAYOU,0, , , , ,3675.216300577,785800.458539222
67,371,E0811,14.29730071,Inadequate, ,141400,141400,0,16,8837.5,16, ,3,1,4960,A,BUFFALO BAYOU,0, , , , ,4288.03017642161,622790.388065574
68,374,E0717,16.49515142,Inadequate, ,114500,114500,0,48,2385.41666667,2, ,3,1,5160,A,WHITE OAK BAYOU,0, , , , ,3653.06270426292,718528.710861144
69,376,E0718,13.65707863,Inadequate, ,147500,147500,0,37,3986.48648649,0,0,4,3,5160,A,WHITE OAK BAYOU,0, , , , ,3447.00326680665,594902.364804119
70,378,H0112,23.79018727,Inadequate, ,0,1100,1100,74,0,4,3,2,A,5560,B,HUNTING BAYOU,0, , , , ,5033.61492073725,1036300.67415487
71,395,W0477,68.08028264,Inadequate, ,511900,785800,273900,30,17063.3333333,2, ,4,3,5557,H,BUFFALO BAYOU,0, , , , ,7096.73098005613,2965577.10528784
72,398,E0716,343.47492538,Inadequate, ,8755600,10283300,1527700,255,34335.6862745,4,2,2,1,5159,H,WHITE OAK BAYOU,0, , , , ,25913.9539165499,14961767.712335
73,411,B0011,76.48243877,Inadequate,Inadequate,160807.2765,577153.3904,416346.1139,156,1030.8159,0,0,4,3,5949,E,ARMAND BAYOU,0, , , , ,18720.0038985312,3331575.0004499
74,417,B0012,62.11777032,Inadequate, ,251486.5253,0,0,259,970.9904,33, ,3,1,5949,E,ARMAND BAYOU,0, , , , ,13710.0007952154,2705850.0968555
75,432,A0033,54.96384146,Inadequate, ,343640.7437,0,0,201,1709.6554,12, ,3,1,5750,E,CLEAR CREEK,0, , , , ,12269.9997381568,2394224.96048189
76,438,A0018,8.4865708,Inadequate, ,42014.6404,0,0,39,1077.2985,3, ,3,1,5751,E,CLEAR CREEK,0, , , , ,3810.0022225976,369675.0124409
77,441,A0024,17.51550117,Inadequate, ,248582.4844,0,0,66,3766.4013,27, ,3,1,5751,E,CLEAR CREEK,0, , , , ,5580.00327554345,762975.235490398
78,442,A0023,18.48140403,Inadequate, ,221886.6466,0,0,59,3760.7906,19,5,1,1,5751,E,CLEAR CREEK,0, , , , ,5820.00279563665,805049.865434829
79,444,A0008,48.95144928,Inadequate,Inadequate,1891234.9294,3105326.9973,1214092.0679,160,11820.2183,51,8,1,1,5751,E,CLEAR CREEK,0, , , , ,10470.0026819408,2132325.14686046
80,445,A0096,73.96177555,Inadequate, ,1414550.7543,0,0,176,8037.2202,66,2,1,1,5751,E,CLEAR CREEK,0, , , , ,15209.9977952838,3221775.00657911
81,450,A0116,26.85433643,Inadequate, ,69018.405,0,0,136,507.4883,16,1,3,1,5751,E,CLEAR CREEK,0, , , , ,6840.00338041782,1169774.88289596
82,452,A0124,19.12190072,Inadequate, ,503357.4989,0,0,95,5298.5,0,0,4,3,5751,E,CLEAR CREEK,0, , , , ,7769.99823945761,832949.994964855
83,453,A0123,26.36363478,Inadequate, ,356422.9351,0,0,141,2527.8222,8, ,3,1,5751,E,CLEAR CREEK,0, , , , ,9149.99810418487,1148399.89950233
84,456,A0120,6.64772848,Inadequate, ,39898.8577,0,0,31,1287.0599,2, ,3,A,5751,E,CLEAR CREEK,0, , , , ,3599.99870544672,289575.076936123
85,467,A0073,44.42148598,Inadequate,Inadequate,831753.5841,981746.2458,149992.6617,166,5010.5638,23, ,3,1,5751,E,CLEAR CREEK,0, , , , ,11670.0015944242,1934999.95683763
86,470,A0090,12.42768292,Inadequate, ,40964.4501,0,0,48,853.426,13,3,1,1,5751,E,CLEAR CREEK,0, , , , ,4920.00393953919,541349.84247074
87,478,A0093,9.71590954,Inadequate, ,38195.938,0,0,36,1060.9983,7, ,3,1,5751,E,CLEAR CREEK,0, , , , ,4259.99804162979,423225.009854644
88,482,A0079,10.1342978,Inadequate, ,34540.3277,0,0,29,1191.0458,3, ,3,A,5751,E,CLEAR CREEK,0, , , , ,4470.0022148788,441450.010772771
89,484,A0077,11.29132452,Inadequate, ,261501.3023,0,0,39,6705.1616,1, ,3,1,5751,E,CLEAR CREEK,0, , , , ,5339.99981865287,491850.069994376
90,486,A0076,5.65599187,Inadequate, ,32972.1827,0,0,20,1648.6091,8,3,0, ,5651,E,CLEAR CREEK,0, , , , ,3390.00109410286,246375.038119569
91,490,A0083,35.39255878,Inadequate, ,588537.6984,0,0,127,4634.1551,80,75,1,1,5651,E,CLEAR CREEK,0, , , , ,8460.00079649687,1541699.8568131
92,491,A0114,31.03305727,Inadequate, ,220570.921,0,0,116,1901.4735,39,6,1,1,5651,E,CLEAR CREEK,0, , , , ,7080.0009316802,1351800.00125256
93,499,A0098,56.37795754,Inadequate, ,1122631.5512,0,0,211,5320.5287,72,5,3,1,5651,E,CLEAR CREEK,0, , , , ,14412.2089114488,2455823.98408285
94,504,A0100,110.43388464,Inadequate, ,489513.1556,0,0,512,956.0804,4, ,3,1,5651,E,CLEAR CREEK,0, , , , ,17489.9925791025,4810499.9016694
95,505,A0097,50.38739401,Inadequate,Inadequate,403531.822,576976.836,173445.014,134,3011.4315,20, ,3,1,5751,E,CLEAR CREEK,0, , , , ,14100.0039521158,2194874.90649512
96,518,P0119,81.53985976,Inadequate, ,528700,750500,221800,1,528700,0,0,4,3,5566,B,GREENS BAYOU,0, , , , ,9589.82143429589,3551876.2948565
97,520,P0116,61.88947504,Inadequate, ,65300,79400,14100,1,65300,0,0,4,3,5566,B,GREENS BAYOU,0, , , , ,7981.5730773162,2695905.29558797
98,522,P0206,182.02043654,Inadequate, ,1813000,1970100,157100,1,1813000,0,0,4,3,5266,B,GREENS BAYOU,0, , , , ,14120.1949548732,7928810.21894271
99,524,P0225,202.6764168,Inadequate, ,134300,305200,170900,1,134300,0,0,4,3,4966,A,GREENS BAYOU,0, , , , ,14252.4716921096,8828584.68258296
100,532,P0227,141.80920244,Inadequate, ,324200,955500,631300,1,324200,0,0,4,3,4966,A,GREENS BAYOU,0, , , , ,12036.11130132,6177208.89437647
101,533,P0224,100.45175824,Inadequate, ,142800,256100,113300,1,142800,0,0,4,3,4965,A,GREENS BAYOU,0, , , , ,8938.60449605004,4375678.84932894
102,541,P0223,39.51980196,Inadequate, ,319300,449300,130000,1,319300,0,0,0,5,4965,A,GREENS BAYOU,0, , , , ,5492.08110235455,1721482.56435714
103,545,P0228,74.47756408,Inadequate, ,54500,172200,117700,1,54500,0,0,4,3,4965,A,GREENS BAYOU,0, , , , ,7602.84552138737,3244242.73825555
104,553,P0162,50.71628042,Inadequate, ,84300,150300,66000,1,84300,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,7297.07354618353,2209201.45940527
105,555,P0222,79.73396094,Inadequate, ,1176400,1237000,60600,1,1176400,0,0,4,3,4965,A,GREENS BAYOU,0, , , , ,7849.51938832641,3473211.15122755
106,562,P0218,17.5636897,Inadequate, ,17700,17700,0,1,17700,0,0,4,3,4965,A,GREENS BAYOU,0, , , , ,4129.63772016016,765074.224623715
107,568,P0231,18.13800201,Inadequate, ,38400,171700,133300,1,38400,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,3748.11294687911,790091.289851486
108,569,P0153,45.56901652,Inadequate, ,40400,52000,11600,1,40400,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,5709.29896459403,1984986.39264989
109,570,P0158,71.29512051,Inadequate, ,186900,262500,75600,1,186900,1, ,4,3,5365,B,GREENS BAYOU,0, , , , ,9658.3449776042,3105615.48381684
110,572,P0167,125.43540581,Inadequate, ,422500,1938900,1516400,1,422500,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,10457.087811276,5463966.1722894
111,574,P0215,47.25120093,Inadequate, ,40800,200000,159200,1,40800,0,0,4,3,4965,A,GREENS BAYOU,0, , , , ,6789.71302743793,2058262.28984608
112,576,P0201,134.75596401,Inadequate, ,1121300,1610600,489300,1,1121300,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,12872.5852996077,5869969.52337133
113,579,P0164,33.29217628,Inadequate, ,69500,84600,15100,1,69500,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,5715.24983221046,1450207.15868803
114,580,P0152,101.58632789,Inadequate, ,1595800,1784700,188900,1,1595800,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,9801.9572544772,4425100.46510779
115,589,P0161,21.13231392,Inadequate, ,183600,199800,16200,1,183600,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,4025.72385788327,920523.461679212
116,590,P0156,15.47151805,Inadequate, ,21200,21200,0,1,21200,2,1,4,3,5365,B,GREENS BAYOU,0, , , , ,3550.67140844293,673939.354288284
117,591,P0165,58.67326044,Inadequate, ,805000,864200,59200,1,805000,0,0,4,3,5365,B,GREENS BAYOU,0, , , , ,6716.75936291424,2555807.05310686
118,593,P0204,82.91783096,Inadequate, ,127700,147000,19300,1,127700,0,0,4,3,5265,B,GREENS BAYOU,0, , , , ,9211.72462384712,3611900.65476895
119,606,W0492,85.35617508,Inadequate, ,1452100,1568700,116600,46,31567.3913043,0,2,2,1,5557,I,BUFFALO BAYOU,0, , , , ,7610.11015474286,3718114.95525123
120,608,W0580,26.11276983,Inadequate, ,234300,234300,0,47,4985.10638298,2, ,3,1,5157,G,BUFFALO BAYOU,0, , , , ,4977.56304068552,1137472.30160694
121,612,W0212,29.5306596,Inadequate, ,253800,587800,334000,68,3732.35294118,19, ,4,3,4857,G,BUFFALO BAYOU,0, , , , ,7520.81741534379,1286355.68739252
122,614,W0154,12.73327,Inadequate, ,164000,164000,0,46,3565.2173913,0,0,4,3,4757,A,BUFFALO BAYOU,0, , , , ,3219.87543724644,554661.104685718
123,617,W0464,51.73479103,Inadequate, ,512300,532200,19900,114,4493.85964912,0,0,4,3,5357,H,BUFFALO BAYOU,0, , , , ,7503.7949806387,2253567.41926761
124,618,W0573,520.02256546,Inadequate, ,14421500,21488700,7067200,2807,5137.69148557,54,6,1,1,5156,G,BUFFALO BAYOU,0, , , , ,45810.3781316672,22652183.0915553
125,619,W0516,15.39552104,Inadequate, ,127200,127200,0,52,2446.15384615,0,0,4,3,4757,A,BUFFALO BAYOU,0, , , , ,3536.09459417429,670628.943699751
126,628,D0142,9.42782332,Inadequate, ,48800,48800,0,32,1525,9, ,3,1,5254,C,BRAYS BAYOU,0, , , , ,3217.61426831718,410676.016795553
127,629,C0140,159.6566864,Inadequate, ,4598300,4818300,220000,476,9660.29411765,24,20,1,1,5554,I,SIMS BAYOU,0, , , , ,14047.4657184031,6954645.2828249
128,633,D0113,141.76200117,Inadequate,Inadequate,2355200,2552600,197400,483,4876.19047619,120,6,1,1,5254,C,BRAYS BAYOU,0, , , , ,13204.0765856209,6175153.02429411
129,634,E0338,260.36194962,Inadequate, ,1890000,9944600,8054600,512,3691.40625,13, ,2,1,5359,H,WHITE OAK BAYOU,0, , , , ,31381.7114353283,11341366.5953529
130,637,E0248,3.15855808,Inadequate, ,88400,88400,0,2,44200,0,0,4,3,5260,A,WHITE OAK BAYOU,0, , , , ,1595.48017643928,137586.827449528
131,643,W0266,21.42553672,Inadequate, ,166100,243600,77500,32,5190.625,1,1,4,3,4957,G,BUFFALO BAYOU,0, , , , ,4182.08930167994,933296.152071092
132,644,W0352,48.42982533,Inadequate, ,1230300,1349400,119100,124,9921.77419355,2, ,4,3,5058,A,BUFFALO BAYOU,0, , , , ,9581.88096681279,2109603.02487514
133,646,W0428,16.7279934,Inadequate, ,483700,483700,0,365,1325.20547945,0,0,4,3,5158,G,BUFFALO BAYOU,0, , , , ,3731.18412935561,728671.399648281
134,649,D0864,11.4043254,Inadequate, ,32300,32300,0,41,787.80487805,28,22,1,1,5153,C,BRAYS BAYOU,0, , , , ,3645.02764894096,496772.574633661
135,650,C0019,140.10835786,Inadequate, ,3942000,4143000,201000,67,58835.8208955,1, ,4,3,5653,I,SIMS BAYOU,0, , , , ,18489.0725548489,6103120.2431539
136,673,C0404,41.27557463,Inadequate, ,53200,53200,0,21,2533.33333333,0,0,4,3,5453,D,SIMS BAYOU,0, , , , ,6617.32667258832,1797964.18878982
137,674,C0268,60.1283812,Inadequate, ,393300,572100,178800,0,0,51, ,0, ,5753,E,SIMS BAYOU,0, , , , ,12140.7942057903,2619192.2458552
138,688,D0467,34.21335382,Inadequate,Inadequate,709300,709300,0,345,2055.94202899,0,0,4,3,5052,C,BRAYS BAYOU,0, , , , ,5362.24238866978,1490333.70889083
139,689,C0485,18.95420077,Inadequate, ,70300,70300,0,88,798.86363636,16, ,3,1,5352,D,SIMS BAYOU,0, , , , ,4355.91040449726,825644.906238981
140,691,D0243,15.46591067,Inadequate,Inadequate,76600,76600,0,37,2070.27027027,1, ,3,1,5152,C,BRAYS BAYOU,0, , , , ,3518.2122967694,673695.071014894
141,693,C0424,7.45609286,Inadequate, ,117100,117100,0,30,3903.33333333,13,5,1,1,5452,D,SIMS BAYOU,0, , , , ,2643.5757833493,324787.469263638
142,694,C0426,51.21697345,Inadequate, ,894300,987100,92800,139,6433.81294964,19, ,3,1,5452,D,SIMS BAYOU,0, , , , ,9156.12547657849,2231011.36140738
143,698,C0655,49.32677078,Inadequate, ,1044100,1185400,141300,204,5118.1372549,18,1,1,1,5151,D,SIMS BAYOU,0, , , , ,7499.28220579901,2148674.26027832
144,699,C0663,4.97129797,Inadequate, ,67100,67100,0,17,3947.05882353,0,0,4,3,5151,D,SIMS BAYOU,0, , , , ,1963.72852637936,216549.795721687
145,704,C0096,26.35833497,Inadequate, ,380400,380400,0,103,3693.2038835,26,5,1,1,5151,D,SIMS BAYOU,0, , , , ,4967.29321200233,1148169.15187219
146,705,C0092,8.40328344,Inadequate, ,105300,105300,0,25,4212,2, ,3,1,5151,D,SIMS BAYOU,0, , , , ,2721.6961174858,366047.034444032
147,708,P0144,25.93094503,Inadequate, ,166500,166500,0,1,166500,0,0,0,5,5264,B,GREENS BAYOU,0, , , , ,6756.88246938763,1129552.06026267
148,711,P0146,88.76006065,Inadequate, ,249200,461500,212300,1,249200,0,0,4,3,5264,B,GREENS BAYOU,0, , , , ,8561.73045407843,3866388.12768645
149,712,P0142,136.2188051,Inadequate, ,1687400,1791900,104500,1,1687400,24,3,4,3,5264,B,GREENS BAYOU,0, , , , ,9764.03530553398,5933691.13160691
150,713,P0103,227.20969851,Inadequate, ,2210100,2408300,198200,20,110505,6,9,1,1,5464,B,GREENS BAYOU,0, , , , ,20346.8404875968,9897254.39679195
151,714,P0143,11.80861964,Inadequate, ,41700,123400,81700,1,41700,0,0,4,3,5264,B,GREENS BAYOU,0, , , , ,2844.51603241735,514383.414324838
152,715,P0139,52.13479624,Inadequate, ,788800,812300,23500,1,788800,0,0,4,3,5264,B,GREENS BAYOU,0, , , , ,8285.29972760822,2270991.37323796
153,720,P0136,136.68301294,Inadequate, ,1898500,1965100,66600,1,1898500,0,0,4,3,5263,B,GREENS BAYOU,0, , , , ,13571.1069928414,5953912.0555783
154,721,P0137,44.24975845,Inadequate, ,205500,252900,47400,1,205500,0,0,4,3,5263,B,GREENS BAYOU,0, , , , ,5797.1068297463,1927519.68086778
155,723,P0089,62.57612575,Inadequate, ,1069100,1194300,125200,76,14067.1052632,2,2,4,3,5563,B,GREENS BAYOU,0, , , , ,7749.74565647426,2725816.15992378
156,739,P0087,18.77285542,Inadequate, ,241100,247400,6300,11,21918.1818182,0,0,4,3,5562,B,GREENS BAYOU,0, , , , ,3631.23098550336,817745.591443853
157,740,P0127,20.68563307,Inadequate, ,255700,267100,11400,1,255700,0,0,4,3,5262,B,GREENS BAYOU,0, , , , ,3901.88279136688,901066.100862549
158,743,P0130,7.68596191,Inadequate, ,4900,4900,0,1,4900,0,0,4,3,5262,B,GREENS BAYOU,0, , , , ,2437.13310715705,334800.475841989
