OBJECTID_1,OUTFALL,ACREAGE,Y2STATUS,GROUP_,Y2CATEGORY,C_DISTRICT,WSHED,Shape_Length,Shape_Area
499,A0098,56.377957539999997,Inadequate,3,1,E,CLEAR CREEK,,
504,A0100,110.433884640000002,Inadequate,3,1,E,CLEAR CREEK,-0.000000000000000,
505,A0097,50.387394010000001,Inadequate,3,1,E,CLEAR CREEK,0.000000000000000,
518,P0119,81.539859759999999,Inadequate,4,3,B,GREENS BAYOU,,
520,P0116,61.889475040000001,Inadequate,4,3,B,GREENS BAYOU,,
522,P0206,182.020436539999992,Inadequate,4,3,B,GREENS BAYOU,,
524,P0225,202.676416799999998,Inadequate,4,3,A,GREENS BAYOU,,
532,P0227,141.809202440000007,Inadequate,4,3,A,GREENS BAYOU,,
533,P0224,100.451758240000004,Inadequate,4,3,A,GREENS BAYOU,,
541,P0223,39.519801960000002,Inadequate,0,5,A,GREENS BAYOU,,
545,P0228,74.477564079999993,Inadequate,4,3,A,GREENS BAYOU,,
553,P0162,50.716280419999997,Inadequate,4,3,B,GREENS BAYOU,-10570656009878269820728997494936849521812815420063744.000000000000000,
555,P0222,79.733960940000003,Inadequate,4,3,A,GREENS BAYOU,,
562,P0218,17.563689700000001,Inadequate,4,3,A,GREENS BAYOU,,
568,P0231,18.138002010000001,Inadequate,4,3,B,GREENS BAYOU,,
569,P0153,45.569016519999998,Inadequate,4,3,B,GREENS BAYOU,163857870705140113447403698066209880389786248848598041996297327305101489685800967229307720293359084139823204783223304949549289614930591640718769207127724496367586139192764137472.000000000000000,
570,P0158,71.295120510000004,Inadequate,4,3,B,GREENS BAYOU,,
572,P0167,125.435405810000006,Inadequate,4,3,B,GREENS BAYOU,,
574,P0215,47.251200930000003,Inadequate,4,3,A,GREENS BAYOU,,
576,P0201,134.755964010000014,Inadequate,4,3,B,GREENS BAYOU,,
579,P0164,33.292176280000000,Inadequate,4,3,B,GREENS BAYOU,,
580,P0152,101.586327890000007,Inadequate,4,3,B,GREENS BAYOU,,
589,P0161,21.132313920000001,Inadequate,4,3,B,GREENS BAYOU,,
590,P0156,15.471518050000000,Inadequate,4,3,B,GREENS BAYOU,,
591,P0165,58.673260440000000,Inadequate,4,3,B,GREENS BAYOU,,
593,P0204,82.917830960000003,Inadequate,4,3,B,GREENS BAYOU,,
606,W0492,85.356175080000000,Inadequate,2,1,I,BUFFALO BAYOU,,
608,W0580,26.112769830000001,Inadequate,3,1,G,BUFFALO BAYOU,,
612,W0212,29.530659600000000,Inadequate,4,3,G,BUFFALO BAYOU,,
614,W0154,12.733269999999999,Inadequate,4,3,A,BUFFALO BAYOU,,
617,W0464,51.734791029999997,Inadequate,4,3,H,BUFFALO BAYOU,,
618,W0573,520.022565460000010,Inadequate,1,1,G,BUFFALO BAYOU,-0.000000000000000,
619,W0516,15.395521040000000,Inadequate,4,3,A,BUFFALO BAYOU,,
628,D0142,9.427823320000000,Inadequate,3,1,C,BRAYS BAYOU,,
629,C0140,159.656686400000012,Inadequate,1,1,I,SIMS BAYOU,,
633,D0113,141.762001169999991,Inadequate,1,1,C,BRAYS BAYOU,,
634,E0338,260.361949620000019,Inadequate,2,1,H,WHITE OAK BAYOU,,
637,E0248,3.158558080000000,Inadequate,4,3,A,WHITE OAK BAYOU,,
643,W0266,21.425536720000000,Inadequate,4,3,G,BUFFALO BAYOU,,
644,W0352,48.429825330000000,Inadequate,4,3,A,BUFFALO BAYOU,,
646,W0428,16.727993399999999,Inadequate,4,3,G,BUFFALO BAYOU,,
649,D0864,11.404325399999999,Inadequate,1,1,C,BRAYS BAYOU,,
650,C0019,140.108357860000012,Inadequate,4,3,I,SIMS BAYOU,,
673,C0404,41.275574630000001,Inadequate,4,3,D,SIMS BAYOU,,
674,C0268,60.128381200000000,Inadequate,0, ,E,SIMS BAYOU,,
688,D0467,34.213353820000002,Inadequate,4,3,C,BRAYS BAYOU,,
689,C0485,18.954200770000000,Inadequate,3,1,D,SIMS BAYOU,,
691,D0243,15.465910670000000,Inadequate,3,1,C,BRAYS BAYOU,,
693,C0424,7.456092860000000,Inadequate,1,1,D,SIMS BAYOU,,
694,C0426,51.216973449999998,Inadequate,3,1,D,SIMS BAYOU,,
698,C0655,49.326770779999997,Inadequate,1,1,D,SIMS BAYOU,,
699,C0663,4.971297970000000,Inadequate,4,3,D,SIMS BAYOU,,
704,C0096,26.358334970000001,Inadequate,1,1,D,SIMS BAYOU,,
705,C0092,8.403283439999999,Inadequate,3,1,D,SIMS BAYOU,,
708,P0144,25.930945030000000,Inadequate,0,5,B,GREENS BAYOU,,
711,P0146,88.760060650000000,Inadequate,4,3,B,GREENS BAYOU,,
712,P0142,136.218805099999997,Inadequate,4,3,B,GREENS BAYOU,,
713,P0103,227.209698510000010,Inadequate,1,1,B,GREENS BAYOU,,
714,P0143,11.808619640000000,Inadequate,4,3,B,GREENS BAYOU,,
715,P0139,52.134796240000000,Inadequate,4,3,B,GREENS BAYOU,,
720,P0136,136.683012939999998,Inadequate,4,3,B,GREENS BAYOU,,
721,P0137,44.249758450000002,Inadequate,4,3,B,GREENS BAYOU,,
723,P0089,62.576125750000003,Inadequate,4,3,B,GREENS BAYOU,,
739,P0087,18.772855419999999,Inadequate,4,3,B,GREENS BAYOU,,
740,P0127,20.685633070000002,Inadequate,4,3,B,GREENS BAYOU,,
743,P0130,7.685961910000000,Inadequate,4,3,B,GREENS BAYOU,,
751,D0592,24.741710049999998,Inadequate,3,1,F,BRAYS BAYOU,1077748.885824929689988,
752,D0122,30.469189100000001,Inadequate,3,1,C,BRAYS BAYOU,,
757,D0734,43.116162410000001,Inadequate,3,1,F,BRAYS BAYOU,,
758,D0365,37.328165429999999,Inadequate,3,1,C,BRAYS BAYOU,,
759,C0011,27.660547560000001,Inadequate,3,1,I,SIMS BAYOU,,
761,C0183,10.389807859999999,Inadequate,4,3,E,SIMS BAYOU,,
762,D0583,36.663563050000000,Inadequate,3,1,F,BRAYS BAYOU,,
764,C0047,38.874628240000000,Inadequate,3,1,I,SIMS BAYOU,,
766,D0631,22.293563070000001,Inadequate,1,1,C,BRAYS BAYOU,,
769,D0493,36.454178140000003,Inadequate,3,1,C,BRAYS BAYOU,,
779,W0274,26.216221200000000,Inadequate,4,3,G,BUFFALO BAYOU,,
786,W0273,25.937136620000000,Inadequate,4,3,G,BUFFALO BAYOU,,
791,C0427,14.806057550000000,Inadequate,4,3,D,SIMS BAYOU,,
796,C0475,170.941421880000007,Inadequate,1,1,D,SIMS BAYOU,,
797,C0648,29.098232419999999,Inadequate,3,1,D,SIMS BAYOU,,
800,C0086,57.755196290000001,Inadequate,4,3,D,SIMS BAYOU,,
804,C0649,45.531025970000002,Inadequate,1,1,D,SIMS BAYOU,,
813,W0578,90.940976370000001,Inadequate,2,1,G,BUFFALO BAYOU,,
814,D0595,50.337744350000001,Inadequate,3,1,F,BRAYS BAYOU,,
815,D0735,70.196784140000005,Inadequate,1,1,F,BRAYS BAYOU,,
820,D0899,98.164680919999995,Inadequate,1,1,F,BRAYS BAYOU,,
826,D0427,25.991495950000001,Inadequate,4,3,F,BRAYS BAYOU,,
836,D0833,45.268282139999997,Inadequate,3,1,D,BRAYS BAYOU,,
838,D0114,67.931979749999996,Inadequate,4,3,C,BRAYS BAYOU,,
839,D0706,15.680748780000000,Inadequate,3,1,F,BRAYS BAYOU,,
842,D0577,20.270202760000000,Inadequate,3,1,F,BRAYS BAYOU,,
848,E0520,95.457098070000001,Inadequate,1,1,A,WHITE OAK BAYOU,,
854,H0019,107.367834079999994,Inadequate,4,3,I,HUNTING BAYOU,,
855,H0023,57.946114799999997,Inadequate,1,1,I,HUNTING BAYOU,,
856,W0480,433.941099479999991,Inadequate,4,3,I,BUFFALO BAYOU,,
874,D0823,59.490507950000001,Inadequate,1,1,G,BRAYS BAYOU,,
881,C0034,334.126356509999994,Inadequate,1,1,I,SIMS BAYOU,,
883,C0040,135.983227050000011,Inadequate,1,1,I,SIMS BAYOU,,
885,D0290,26.422531150000001,Inadequate,1,1,C,BRAYS BAYOU,,
887,C0698,23.669457319999999,Inadequate,4,3,D,SIMS BAYOU,,
891,D0347,41.335037110000002,Inadequate,4,3,C,BRAYS BAYOU,,
902,C0579,53.175642449999998,Inadequate,3,1,D,SIMS BAYOU,2316331.111483032349497,
918,C0600,29.919147700000000,Inadequate,4,3,D,SIMS BAYOU,,
923,G0106,116.466278740000007,Inadequate,3,1,E,SAN JACINTO RIVER,,
924,G0107,33.542144340000000,Inadequate,3,1,E,SAN JACINTO RIVER,,
935,D0229,24.738841220000001,Inadequate,1,1,C,BRAYS BAYOU,,
948,P0129,9.532358550000000,Inadequate,4,3,B,GREENS BAYOU,-221942551134491472117696773166741969407163880944434351988867664932635397153629873563959442311570485281457080665249148963944636375826291489757322918690225847359310337494467630051794368340588907369353105409331886502330156112256311725086526668800.000000000000000,
952,E0928,27.355879490000000,Inadequate,4,3,A,WHITE OAK BAYOU,,
956,E0907,331.543815409999979,Inadequate,2,1,B,WHITE OAK BAYOU,,
959,E0210,18.099342149999998,Inadequate,3,1,A,WHITE OAK BAYOU,,
970,E0913,35.859455169999997,Inadequate,3,1,A,WHITE OAK BAYOU,,
974,D0740,31.250091820000002,Inadequate,4,3,F,BRAYS BAYOU,,
976,D0779,34.818489130000003,Inadequate,4,3,F,BRAYS BAYOU,,
979,D9056,38.759909049999997,Inadequate,4,3,F,BRAYS BAYOU,,
981,E0763,131.183661349999994,Inadequate,4,3,A,WHITE OAK BAYOU,,
983,E0731,98.700120859999998,Inadequate,4,3,A,WHITE OAK BAYOU,,
988,W0391,240.713567259999991,Inadequate,4,3,A,BUFFALO BAYOU,,
990,E0509,117.035296910000000,Inadequate,3,1,A,WHITE OAK BAYOU,,
991,E0511,41.656726069999998,Inadequate,3,1,A,WHITE OAK BAYOU,,
994,C0088,21.058170059999998,Inadequate,1,1,D,SIMS BAYOU,,
995,C0090,17.152624700000001,Inadequate,3,1,D,SIMS BAYOU,,
997,C0659,6.213314050000000,Inadequate,1,1,D,SIMS BAYOU,-5132521826358887236021041683920247708339575602052089209479967837319934333749319428551335165997890972108935131176904413473690437264398854496571290253089673114420987217806555622879437843712042940961057113761475678477081764691968.000000000000000,
1000,C0067,23.405082080000000,Inadequate,1,1,D,SIMS BAYOU,,
1006,C0498,23.670908270000002,Inadequate,3,1,D,SIMS BAYOU,,
1008,C0076,42.830345710000003,Inadequate,1,1,D,SIMS BAYOU,,
1019,E0073,235.371575369999988,Inadequate,4,3,H,WHITE OAK BAYOU,,
1022,W0363,15.151388730000001,Inadequate,4,3,A,BUFFALO BAYOU,,
1024,W0360,80.304085430000001,Inadequate,4,3,A,BUFFALO BAYOU,,
1025,W0325,129.090704479999999,Inadequate,4,3,A,BUFFALO BAYOU,,
1028,E0034,313.689595010000005,Inadequate,2,1,H,WHITE OAK BAYOU,,
1029,H0046,121.644195289999999,Inadequate,4,3,I,HUNTING BAYOU,,
1030,E0313,82.000457600000004,Inadequate,3,1,H,WHITE OAK BAYOU,,
1035,D0601,23.621412440000000,Inadequate,3,1,F,BRAYS BAYOU,,
1036,D1353,40.512240040000002,Inadequate,1,1,C,BRAYS BAYOU,,
1038,C0003,60.042398720000001,Inadequate,3,1,I,SIMS BAYOU,,
1055,D0423,35.589334659999999,Inadequate,1,1,C,BRAYS BAYOU,,
1067,E0918,29.979944669999998,Inadequate,2,1,A,WHITE OAK BAYOU,,
1077,W0469,252.663211520000004,Inadequate,4,3,H,BUFFALO BAYOU,,
1084,E0379,555.437460129999977,Inadequate,1,1,H,WHITE OAK BAYOU,,
1088,E0126,28.415320770000001,Inadequate,1,1,A,WHITE OAK BAYOU,,
1089,P0102,54.615478650000000,Inadequate,1,1,B,GREENS BAYOU,,
1098,W0210,169.814611020000001,Inadequate,4,3,G,BUFFALO BAYOU,,
1100,C0378,38.862217070000000,Inadequate,1,1,D,SIMS BAYOU,,
1115,P0163,140.300426960000010,Inadequate,0,5,B,GREENS BAYOU,,
1127,P0151,51.573624510000002,Inadequate,4,3,B,GREENS BAYOU,,
1133,P0174,20.966794100000001,Inadequate,4,3,B,GREENS BAYOU,,
1140,P0150,26.036400629999999,Inadequate,4,3,B,GREENS BAYOU,,
1142,P0159,78.705946249999997,Inadequate,4,3,B,GREENS BAYOU,,
1143,P0205,41.128520219999999,Inadequate,4,3,B,GREENS BAYOU,,
1147,P0131,31.231982290000001,Inadequate,4,3,B,GREENS BAYOU,,
1150,E0221,38.508051060000000,Inadequate,3,1,A,WHITE OAK BAYOU,,
1153,E0200,86.280532269999995,Inadequate,3,1,A,WHITE OAK BAYOU,,
1155,P0126,25.750176570000001,Inadequate,4,3,B,GREENS BAYOU,,
1158,P0132,7.389146180000000,Inadequate,4,3,B,GREENS BAYOU,,
1164,P0125,9.899859100000000,Inadequate,4,3,B,GREENS BAYOU,2863196322601500674502890030330004821385708354796472864339119364250849364248767305351168.000000000000000,
1172,P0091,56.925783719999998,Inadequate,4,3,B,GREENS BAYOU,,
1183,W0530,111.732745089999995,Inadequate,2,1,H,BUFFALO BAYOU,,
1184,W0454,89.083138849999997,Inadequate,4,3,H,BUFFALO BAYOU,,
1185,W0460,83.942939859999996,Inadequate,4,3,H,BUFFALO BAYOU,,
1186,W0485,696.716463389999944,Inadequate,4,3,B,BUFFALO BAYOU,,
1190,W0489,193.173182029999992,Inadequate,4,3,A,BUFFALO BAYOU,,
1191,D0189,135.484674000000012,Inadequate,1,1,C,BRAYS BAYOU,,
1207,E0123,13.728794660000000,Inadequate,2,1,A,WHITE OAK BAYOU,,
1213,E0909,13.004089889999999,Inadequate,4,3,A,WHITE OAK BAYOU,,
1218,W0153,108.273276289999998,Inadequate,2,1,A,BUFFALO BAYOU,,
1225,W0563,21.823459480000000,Inadequate,2,1,G,BUFFALO BAYOU,,
1230,P0055,103.966214359999995,Inadequate,3,1,B,GREENS BAYOU,,
1246,E0512,50.345792969999998,Inadequate,4,3,B,WHITE OAK BAYOU,,
1253,D0519,23.047353449999999,Inadequate,1,1,F,BRAYS BAYOU,,
1263,W0315,31.171383519999999,Inadequate,4,3,A,BUFFALO BAYOU,,
1265,W0310,47.605101810000001,Inadequate,4,3,A,BUFFALO BAYOU,,
1268,W0309,20.802876630000000,Inadequate,4,3,A,BUFFALO BAYOU,,
1269,E0333,29.452184280000001,Inadequate,4,3,H,WHITE OAK BAYOU,,
1272,W0302,110.481727430000007,Inadequate,4,3,A,BUFFALO BAYOU,,
1274,W0375,11.890498760000000,Inadequate,4,3,A,BUFFALO BAYOU,,
1279,W0269,19.649280930000000,Inadequate,4,3,G,BUFFALO BAYOU,,
1280,W0268,32.370092249999999,Inadequate,4,3,G,BUFFALO BAYOU,,
1292,W0706,214.628855590000001,Inadequate,1,1,H,BUFFALO BAYOU,,
1293,W0682,128.264927590000013,Inadequate,1,1,D,BUFFALO BAYOU,,
1301,C0127,207.496338650000013,Inadequate,3,1,I,SIMS BAYOU,,
1302,D0021,165.668651229999995,Inadequate,1,1,I,BRAYS BAYOU,,
1303,C0125,117.933800090000005,Inadequate,1,1,I,SIMS BAYOU,,
1304,D0907,47.702013420000000,Inadequate,3,1,D,BRAYS BAYOU,,
1306,C0332,11.497511830000001,Inadequate,4,3,I,SIMS BAYOU,,
1309,D0087,111.462128980000003,Inadequate,4,3,D,BRAYS BAYOU,,
1320,D0093,75.403409350000004,Inadequate,3,1,D,BRAYS BAYOU,,
1322,D0831,24.005721189999999,Inadequate,1,1,D,BRAYS BAYOU,,
1327,H0066,465.946350479999978,Inadequate,3,1,I,SHIP CHANNEL,,
1329,W0353,198.263832919999999,Inadequate,4,3,A,BUFFALO BAYOU,,
1333,C0574,23.468622320000001,Inadequate,4,3,D,SIMS BAYOU,,
1334,D1301,23.042291840000001,Inadequate,4,3,D,BRAYS BAYOU,,
1338,D0839,57.046673339999998,Inadequate,3,1,D,BRAYS BAYOU,,
1339,C0151,114.595511500000001,Inadequate,1,1,I,SIMS BAYOU,,
1347,D0904,15.141785600000000,Inadequate,3,1,I,BRAYS BAYOU,,
1349,D0020,13.944293829999999,Inadequate,4,3,I,BRAYS BAYOU,,
1351,D0432,39.048928670000002,Inadequate,1,1,F,BRAYS BAYOU,,
1357,D0308,33.988723700000001,Inadequate,1,1,C,BRAYS BAYOU,71352509718040704919671824867952371717390914848771169814328845587454236766428203649380779837882368.000000000000000,
1359,D0358,57.717856070000003,Inadequate,3,1,C,BRAYS BAYOU,,
1363,D0889,86.678894880000001,Inadequate,3,1,D,BRAYS BAYOU,,
1367,C0617,87.744162979999999,Inadequate,4,3,D,SIMS BAYOU,,
1374,E0130,143.287764290000013,Inadequate,4,3,A,WHITE OAK BAYOU,,
1375,E0132,70.230130740000007,Inadequate,2,1,A,WHITE OAK BAYOU,,
1385,E0736,18.390549560000000,Inadequate,4,3,A,WHITE OAK BAYOU,,
1386,E0257,21.473318460000002,Inadequate,3,1,B,WHITE OAK BAYOU,,
1394,E0764,161.179583600000001,Inadequate,4,3,A,WHITE OAK BAYOU,,
1398,E0236,128.044410190000008,Inadequate,4,3,H,WHITE OAK BAYOU,,
1402,E0746,39.593662670000001,Inadequate,4,3,A,WHITE OAK BAYOU,,
1405,E0237,82.560429920000004,Inadequate,3,1,H,WHITE OAK BAYOU,,
1413,D0030,11.907242249999999,Inadequate,4,3,I,BRAYS BAYOU,,
1417,W0699,250.890842340000006,Inadequate,1,1,C,BUFFALO BAYOU,,
1418,W0138,48.639454669999999,Inadequate,4,3,C,BUFFALO BAYOU,,
1422,E0760,28.413429760000000,Inadequate,3,1,A,WHITE OAK BAYOU,,
1425,W0392,233.050952539999997,Inadequate,2,1,A,BUFFALO BAYOU,,
1431,E0145,142.289278069999995,Inadequate,3,1,H,WHITE OAK BAYOU,,
1432,W0319,7.471577580000000,Inadequate,4,3,A,BUFFALO BAYOU,,
1434,E0320,8.950578360000000,Inadequate,4,3,H,WHITE OAK BAYOU,,
1441,D0511,45.489054899999999,Inadequate,4,3,F,BRAYS BAYOU,,
1448,C0134,362.241630859999987,Inadequate,1,1,I,SIMS BAYOU,,
